"Date 
Issued",Project ID,Cooperative/ Aggregate ID,"Project 
Name",Project Developer,Project Owner,Project Type,Protocol Version,ARB Eligible,CORSIA Eligible,Vintage,"Issuance 
Year",Total Offset Credits Issued,Offset Credits Currently in Reserve Buffer Pool,Offset Credits Intended for ARB Buffer Pool,Offset Credits Converted to VCUs,Canceled for ARB Compliance,Canceled,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),Verification Body,Project Website
12/28/16,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2016,2016,16394,,,,,,Lufkin,TEXAS,US,,SCS Global Services,
12/28/16,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2016,17893,,,,,,Lufkin,TEXAS,US,,SCS Global Services,
7/5/16,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2016,14174,,,,,,Lufkin,TEXAS,US,,SCS Global Services,
7/5/16,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2016,4584,,,,,,Lufkin,TEXAS,US,,SCS Global Services,
9/11/15,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2015,9717,,,,,,Lufkin,TEXAS,US,,SCS Global Services,
9/11/15,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2015,9305,,,,,,Lufkin,TEXAS,US,,SCS Global Services,
1/11/14,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2014,10505,,,,,,Lufkin,TEXAS,US,,NSF Certification LLC,
1/11/14,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2014,19264,,,,,,Lufkin,TEXAS,US,,NSF Certification LLC,
1/11/14,CAR888,,Angelina County Landfill,Angelina County,Angelina County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2014,534,,,,,,Lufkin,TEXAS,US,,NSF Certification LLC,
10/13/15,CAR891,,Elk Creek Coal Mine Methane Destruction & Utilization Project,"Vessels Coal Gas, Inc.","Vessels Coal Gas, Inc.",Coal Mine Methane - Drainage,Version 1.1,No,No,2014,2015,84315,,,,84315,,Gunnison County; Somerset,COLORADO,US,,"First Environment, Inc.",
7/23/15,CAR891,,Elk Creek Coal Mine Methane Destruction & Utilization Project,"Vessels Coal Gas, Inc.","Vessels Coal Gas, Inc.",Coal Mine Methane - Drainage,Version 1.1,No,No,2014,2015,240849,,,,240849,,Gunnison County; Somerset,COLORADO,US,,"First Environment, Inc.",
9/30/14,CAR891,,Elk Creek Coal Mine Methane Destruction & Utilization Project,"Vessels Coal Gas, Inc.","Vessels Coal Gas, Inc.",Coal Mine Methane - Drainage,Version 1.1,Yes,No,2014,2014,35454,,,,35454,,Gunnison County; Somerset,COLORADO,US,,"First Environment, Inc.",
9/30/14,CAR891,,Elk Creek Coal Mine Methane Destruction & Utilization Project,"Vessels Coal Gas, Inc.","Vessels Coal Gas, Inc.",Coal Mine Methane - Drainage,Version 1.1,Yes,No,2013,2014,60854,,,,60854,,Gunnison County; Somerset,COLORADO,US,,"First Environment, Inc.",
9/30/14,CAR891,,Elk Creek Coal Mine Methane Destruction & Utilization Project,"Vessels Coal Gas, Inc.","Vessels Coal Gas, Inc.",Coal Mine Methane - Drainage,Version 1.1,Yes,No,2012,2014,11137,,,,11137,,Gunnison County; Somerset,COLORADO,US,,"First Environment, Inc.",
11/4/19,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2018,2019,63205,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,NSF Certification LLC,
11/4/19,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2017,2019,2010,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,NSF Certification LLC,
1/22/19,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2017,2019,39114,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,NSF Certification LLC,
9/20/17,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2016,2017,35192,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,NSF Certification LLC,
12/22/16,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2016,41529,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,NSF Certification LLC,
6/22/15,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2015,49382,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,Perry Johnson Registrars Carbon Emission Services,
6/25/14,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2014,387,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,"First Environment, Inc.",
6/25/14,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2014,40493,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,"First Environment, Inc.",
6/25/14,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2014,41375,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,"First Environment, Inc.",
6/25/14,CAR892,,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,"Smith Gardner, Inc.","Smith Gardner, Inc.",Landfill Gas Capture/Combustion,Version 3.0,No,No,2011,2014,11084,,,,,,"Salem, Roanoke Co.",VIRGINIA,US,,"First Environment, Inc.",
2/6/18,CAR893,,Duke Carbon Offsets Initiative - Loyd Ray Farms,Duke University,Duke University,Livestock Gas Capture/Combustion,Version 3.0,No,No,2016,2018,1179,,,,,,"Yadkin County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",https://sustainability.duke.edu/offsets
2/6/18,CAR893,,Duke Carbon Offsets Initiative - Loyd Ray Farms,Duke University,Duke University,Livestock Gas Capture/Combustion,Version 3.0,No,No,2015,2018,1955,,,,,,"Yadkin County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",https://sustainability.duke.edu/offsets
2/6/18,CAR893,,Duke Carbon Offsets Initiative - Loyd Ray Farms,Duke University,Duke University,Livestock Gas Capture/Combustion,Version 3.0,No,No,2014,2018,1064,,,,,,"Yadkin County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",https://sustainability.duke.edu/offsets
4/5/13,CAR893,,Duke Carbon Offsets Initiative - Loyd Ray Farms,Duke University,Duke University,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2012,2013,927,,,,,,"Yadkin County, North Carolina",NORTH CAROLINA,US,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",https://sustainability.duke.edu/offsets
4/5/13,CAR893,,Duke Carbon Offsets Initiative - Loyd Ray Farms,Duke University,Duke University,Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2011,2013,461,,,,,,"Yadkin County, North Carolina",NORTH CAROLINA,US,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",https://sustainability.duke.edu/offsets
4/11/13,CAR901,,Honeywell ODS Destruction Project,Honeywell International Inc.,Honeywell International Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2013,34332,,,,34332,,El Dorado,ARKANSAS,US,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",
4/11/13,CAR901,,Honeywell ODS Destruction Project,Honeywell International Inc.,Honeywell International Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2013,27056,,,,27056,,El Dorado,ARKANSAS,US,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",
4/11/13,CAR901,,Honeywell ODS Destruction Project,Honeywell International Inc.,Honeywell International Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2011,2013,17063,,,,17063,,El Dorado,ARKANSAS,US,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",
3/2/12,CAR901,,Honeywell ODS Destruction Project,Honeywell International Inc.,Honeywell International Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2011,2012,49621,,,,49621,,El Dorado,ARKANSAS,US,,"TUV SUD America, Inc.",
2/23/12,CAR905,,Coolgas US ODS Project 1,"COOLGAS, INC.","COOLGAS, INC.",Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2011,2012,72682,,,,72682,,"El Dorado, AR",ARKANSAS,US,,"First Environment, Inc.",
1/11/12,CAR905,,Coolgas US ODS Project 1,"COOLGAS, INC.","COOLGAS, INC.",Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2011,2012,125306,,,,125306,,"El Dorado, AR",ARKANSAS,US,,"First Environment, Inc.",
3/27/12,CAR906,,WSO 2011 2,"Wilshire Stanford Offsets, LLC","Wilshire Stanford Offsets, LLC",Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2012,46215,,,,46215,,Wood County; Bowling Green,OHIO,US,,"Ruby Canyon Environmental, Inc.",
9/18/21,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2020,2021,25650,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
9/18/21,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2019,2021,327,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
12/14/20,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2019,2020,27558,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
12/14/20,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2018,2020,292,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
12/17/19,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2018,2019,23180,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
12/17/19,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2017,2019,233,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
8/30/18,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2017,2018,22744,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
8/30/18,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2016,2018,247,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
8/11/17,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2016,2017,19844,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
8/11/17,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2017,263,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
8/10/16,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2016,21799,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
8/10/16,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2016,207,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"First Environment, Inc.",
8/13/15,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2015,20148,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
8/13/15,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2015,225,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
4/3/14,CAR911,,Surry County Landfill,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2014,3259,,,,,,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
10/9/20,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2020,2020,12812,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",
10/9/20,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2019,2020,14468,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",
2/18/20,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2019,2020,16417,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",
2/18/20,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2018,2020,16814,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",
1/11/19,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2018,2019,16229,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",
1/11/19,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2017,2019,17050,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"First Environment, Inc.",
7/16/18,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2017,2018,19031,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
7/16/18,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2016,2018,22628,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
6/20/17,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2016,2017,20768,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
6/20/17,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2017,21064,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
6/30/16,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2015,2016,19756,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
6/30/16,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2016,22106,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
6/15/15,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2015,17010,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
6/15/15,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2015,19224,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
7/24/14,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2014,16576,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
7/24/14,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2014,18014,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
11/27/12,CAR917,,Orange County NC Landfill Gas Project,The University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2012,19614,,,,,,"Orange County, North Carolina",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",
5/5/14,CAR920,,Rockingham County NC Landfill Gas Project,Rockingham County,Rockingham County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2014,2014,3722,,,,,,"Rockingham County, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",www.co.rockingham.nc.us
5/5/14,CAR920,,Rockingham County NC Landfill Gas Project,Rockingham County,Rockingham County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2013,2014,19181,,,,,,"Rockingham County, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",www.co.rockingham.nc.us
5/5/14,CAR920,,Rockingham County NC Landfill Gas Project,Rockingham County,Rockingham County,Landfill Gas Capture/Combustion,Version 3.0,No,No,2012,2014,8640,,,,,,"Rockingham County, NC",NORTH CAROLINA,US,,"Ruby Canyon Environmental, Inc.",www.co.rockingham.nc.us
2/28/15,CAR933,,CalBio ORRD,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,Livestock Gas Capture/Combustion,Version 3.0,No,No,2014,2015,24756,,,,,,Kern County,CALIFORNIA,US,,"Ruby Canyon Environmental, Inc.",
5/7/20,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2019,2020,2483,284,,,,,Humboldt County,CALIFORNIA,US,,"Ruby Canyon Environmental, Inc.",www.cityofarcata.org
5/7/20,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2018,2020,2483,84,,,,,Humboldt County,CALIFORNIA,US,,"Ruby Canyon Environmental, Inc.",www.cityofarcata.org
5/7/20,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2017,2020,3975,454,,,,,Humboldt County,CALIFORNIA,US,,"Ruby Canyon Environmental, Inc.",www.cityofarcata.org
7/27/17,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2016,2017,2527,,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
10/21/16,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2015,2016,2527,,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
7/24/15,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2014,2015,2527,,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
7/10/14,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2013,2014,2527,,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
8/3/13,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2012,2013,2527,,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
10/2/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2008,2012,2904,331,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
10/2/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2006,2012,2904,331,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
10/2/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2005,2012,2904,1398,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
10/2/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2004,2012,2897,330,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
10/2/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2003,2012,3888,1021,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
9/25/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2007,2012,2904,331,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
9/18/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2011,2012,2904,331,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
9/18/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2010,2012,2904,331,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
9/18/12,CAR935,,Arcata City Forest Barnum Tract,City of Arcata,City of Arcata,Improved Forest Management,Version 3.1,No,No,2009,2012,2904,331,,,,,Humboldt County,CALIFORNIA,US,,SCS Global Services,www.cityofarcata.org
12/1/14,CAR944,,Vanderhyde Dairy,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2014,2014,7141,,,,7141,,"Chatham, VA",VIRGINIA,US,,"Agri-Waste Technology, Inc.",
12/1/14,CAR944,,Vanderhyde Dairy,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2013,2014,1770,,,,1770,,"Chatham, VA",VIRGINIA,US,,"Agri-Waste Technology, Inc.",
5/15/14,CAR944,,Vanderhyde Dairy,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2013,2014,6371,,,,6371,,"Chatham, VA",VIRGINIA,US,,"First Environment, Inc.",
5/15/14,CAR944,,Vanderhyde Dairy,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2012,2014,1055,,,,1055,,"Chatham, VA",VIRGINIA,US,,"First Environment, Inc.",
11/6/13,CAR944,,Vanderhyde Dairy,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2012,2013,5226,,,,5226,,"Chatham, VA",VIRGINIA,US,,"Agri-Waste Technology, Inc.",
11/6/13,CAR944,,Vanderhyde Dairy,"Camco International Group, Inc.","Camco International Group, Inc.",Livestock Gas Capture/Combustion,Version 3.0,Yes,No,2011,2013,688,,,,688,,"Chatham, VA",VIRGINIA,US,,"Agri-Waste Technology, Inc.",
12/13/12,CAR945,,Perfect Cycle ODS-1,"Perfect Score Too, LTD","Perfect Score Too, LTD",Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2012,52500,,,,52500,,"Bowling Green , OH",OHIO,US,,"First Environment, Inc.",
1/15/13,CAR946,,EOS-CAR2012 Domestic,EOS Climate Inc.,EOS Climate Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2013,50755,,,,50755,,El Dorado,ARKANSAS,US,,NSF Certification LLC,www.eosclimate.com
12/22/12,CAR946,,EOS-CAR2012 Domestic,EOS Climate Inc.,EOS Climate Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2012,98685,,,,98685,,El Dorado,ARKANSAS,US,,NSF Certification LLC,www.eosclimate.com
12/12/12,CAR946,,EOS-CAR2012 Domestic,EOS Climate Inc.,EOS Climate Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2012,27070,,,,27070,,El Dorado,ARKANSAS,US,,NSF Certification LLC,www.eosclimate.com
11/28/12,CAR946,,EOS-CAR2012 Domestic,EOS Climate Inc.,EOS Climate Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2012,129503,,,,129503,,El Dorado,ARKANSAS,US,,NSF Certification LLC,www.eosclimate.com
9/21/12,CAR946,,EOS-CAR2012 Domestic,EOS Climate Inc.,EOS Climate Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2012,100836,,,,100836,,El Dorado,ARKANSAS,US,,NSF Certification LLC,www.eosclimate.com
8/8/12,CAR946,,EOS-CAR2012 Domestic,EOS Climate Inc.,EOS Climate Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2012,66063,,,,66063,,El Dorado,ARKANSAS,US,,NSF Certification LLC,www.eosclimate.com
7/13/12,CAR946,,EOS-CAR2012 Domestic,EOS Climate Inc.,EOS Climate Inc.,Ozone Depleting Substances - U.S.,Version 1.0,Yes,No,2012,2012,61032,,,,61032,,El Dorado,ARKANSAS,US,,NSF Certification LLC,www.eosclimate.com
