Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year
CAR639,2012,CAR-1-US-639-30-449-TX-2012-823-20360 to 70873,50514,41554,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,NextEra Energy Power Marketing LLC,On Behalf of Third Party,Retired on behalf of International Speedway Corp.,,2013
CAR639,2010,CAR-1-US-639-30-449-TX-2010-474-122777 to 122795,19,41523,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,ClimeCo Corporation,On Behalf of Third Party,,,2013
CAR639,2010,CAR-1-US-639-30-449-TX-2010-474-122772 to 122776,5,41477,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,ClimeCo Corporation,On Behalf of Third Party,Personal Offsets,,2013
CAR639,2010,CAR-1-US-639-30-449-TX-2010-474-122760 to 122771,12,41453,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,ClimeCo Corporation,On Behalf of Third Party,Personal Offsets,,2013
CAR639,2010,CAR-1-US-639-30-449-TX-2010-474-122743 to 122759,17,41449,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,ClimeCo Corporation,On Behalf of Third Party,Personal Offset,,2013
CAR639,2010,CAR-1-US-639-30-449-TX-2010-474-122705 to 122742,38,41313,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,ClimeCo Corporation,On Behalf of Third Party,Little River Trail Runs - Event Offset,,2013
CAR639,2011,CAR-1-US-639-30-449-TX-2011-824-1 to 1875,1875,41305,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,Trinity Carbon Management LLC,On Behalf of Third Party,"Circuit of the Americas, Austin TX",,2013
CAR639,2012,CAR-1-US-639-30-449-TX-2012-823-70874 to 217469,146596,41264,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,J.P. Morgan Chase Bank,On Behalf of Third Party,Third Party Purchase,,2012
CAR639,2012,CAR-1-US-639-30-449-TX-2012-823-1 to 10873,10873,41264,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,J.P. Morgan Chase Bank,On Behalf of Third Party,Third Party Purchase,,2012
CAR639,2012,CAR-1-US-639-30-449-TX-2012-823-10874 to 17426,6553,41264,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,J.P. Morgan Chase Bank,On Behalf of Third Party,Third Party Purchase,,2012
CAR639,2012,CAR-1-US-639-30-449-TX-2012-823-17427 to 20359,2933,41261,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,NextEra Energy Power Marketing LLC,On Behalf of Third Party,On behalf of Monadnock Paper Mills,,2012
CAR639,2011,CAR-1-US-639-30-449-TX-2011-575-294292 to 294558,267,41261,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,NextEra Energy Power Marketing LLC,On Behalf of Third Party,On behalf of Monadnock Paper Mills,,2012
CAR639,2011,CAR-1-US-639-30-449-TX-2011-575-294559 to 297388,2830,41261,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,NextEra Energy Power Marketing LLC,On Behalf of Third Party,"On behalf of Apollo Group, Inc",,2012
CAR639,2011,CAR-1-US-639-30-449-TX-2011-575-288913 to 294291,5379,41242,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,NextEra Energy Power Marketing LLC,On Behalf of Third Party,Retired on behalf of International Speedway Corp.,,2012
CAR639,2011,CAR-1-US-639-30-449-TX-2011-824-12080 to 63581,51502,41242,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,NextEra Energy Power Marketing LLC,On Behalf of Third Party,Retired on behalf of International Speedway Corp.,,2012
CAR639,2011,CAR-1-US-639-30-449-TX-2011-575-288891 to 288912,22,41232,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,NextEra Energy Power Marketing LLC,On Behalf of Third Party,Center for Resource Solutions,,2012
CAR639,2010,CAR-1-US-639-30-449-TX-2010-391-195001 to 198297,3297,41078,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,Sacramento Municipal Utility District (SMUD),Retail Program Requirements,,,2012
CAR639,2010,CAR-1-US-639-30-449-TX-2010-474-13966 to 21903,7938,41078,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,Sacramento Municipal Utility District (SMUD),Retail Program Requirements,,,2012
CAR639,2011,CAR-1-US-639-30-449-TX-2011-575-232444 to 288443,56000,40925,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,J.P. Morgan Chase Bank,On Behalf of Third Party,Third Party Purchase,,2012
CAR639,2010,CAR-1-US-639-30-449-TX-2010-391-2 to 81694,81693,40575,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,Version 1.0,Chambers County; near Baytown,TEXAS,US,,No,"NEML1, LLC",On Behalf of Third Party,,,2011
CAR644,2012,CAR-1-US-644-4-251-OH-2012-950-90 to 96,7,43558,Central LFG to Energy Project,Landfill Gas Capture/Combustion,Version 3.0,"Mahoning County, Ohio",OHIO,US,,No,"Element Markets Emissions, LLC",Environmental Benefit,Behalf of emissions assoc. w/travel for conference,,2019
CAR644,2012,CAR-1-US-644-4-251-OH-2012-950-1 to 89,89,42507,Central LFG to Energy Project,Landfill Gas Capture/Combustion,Version 3.0,"Mahoning County, Ohio",OHIO,US,,No,"EDF Trading North America , LLC",On Behalf of Third Party,Retired on behalf of Invista SARL,,2016
CAR646,2017,CAR-1-US-646-25-418-ME-2017-5509-1 to 4738,4738,43474,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Walt Disney Company,Other,Retired on behalf of Disneyís 2018 greenhouse gas emissions,,2019
CAR646,2016,CAR-1-US-646-25-418-ME-2016-5511-1 to 934,934,43474,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Walt Disney Company,Other,Retired on behalf of Disneyís 2018 greenhouse gas emissions,,2019
CAR646,2016,CAR-1-US-646-25-418-ME-2016-5513-1 to 5610,5610,43474,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Walt Disney Company,Other,Retired on behalf of Disneyís 2018 greenhouse gas emissions,,2019
CAR646,2015,CAR-1-US-646-25-418-ME-2015-5515-1 to 1103,1103,43474,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Walt Disney Company,Other,Retired on behalf of Disneyís 2018 greenhouse gas emissions,,2019
CAR646,2015,CAR-1-US-646-25-418-ME-2015-5517-1 to 5491,5491,43474,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Walt Disney Company,Other,Retired on behalf of Disneyís 2018 greenhouse gas emissions,,2019
CAR646,2014,CAR-1-US-646-25-418-ME-2014-5519-1 to 1083,1083,43355,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of Calpine Hermiston Power Project,,2018
CAR646,2014,CAR-1-US-646-25-418-ME-2014-5521-1 to 5722,5722,43355,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of Calpine Hermiston Power Project,,2018
CAR646,2013,CAR-1-US-646-25-418-ME-2013-5523-1 to 1129,1129,43355,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of Calpine Hermiston Power Project,,2018
CAR646,2013,CAR-1-US-646-25-418-ME-2013-5525-1 to 1145,1145,43355,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of Calpine Hermiston Power Project,,2018
CAR646,2012,CAR-1-US-646-25-418-ME-2012-5527-1 to 225,225,43355,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of Calpine Hermiston Power Project,,2018
CAR646,2012,CAR-1-US-646-25-418-ME-2012-1363-1 to 10182,10182,41835,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired to meet OR CO2 Standard requirements,,2014
CAR646,2011,CAR-1-US-646-25-418-ME-2011-1365-10333 to 25795,15463,41835,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired to meet OR CO2 Standard requirements,,2014
CAR646,2011,CAR-1-US-646-25-418-ME-2011-1365-1 to 10332,10332,41835,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of ANP Bellingham and Blackstone,,2014
CAR646,2010,CAR-1-US-646-25-418-ME-2010-1367-1 to 13235,13235,41835,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of ANP Bellingham and Blackstone,,2014
CAR646,2009,CAR-1-US-646-25-418-ME-2009-1369-1 to 23297,23297,41835,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of ANP Bellingham and Blackstone,,2014
CAR646,2008,CAR-1-US-646-25-418-ME-2008-1371-1 to 23436,23436,41835,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of ANP Bellingham and Blackstone,,2014
CAR646,2007,CAR-1-US-646-25-418-ME-2007-1373-1 to 4700,4700,41835,Katahdin Iron Works Ecological Reserve,Improved Forest Management,Version 3.2,"Piscataquis County, Maine; east of Greenville",MAINE,US,,No,The Climate Trust,Compliance Requirements,Retired on behalf of ANP Bellingham and Blackstone,,2014
CAR659,2016,CAR-1-US-659-26-479-NC-2016-4269-11433 to 11446,14,43957,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,David Dicktel,On Behalf of Third Party,These carbon offsets have been retired on behalf of CarbonClick users.,,2020
CAR659,2018,CAR-1-US-659-26-479-NC-2018-5792-11431 to 11540,110,43676,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,The Climate Trust,On Behalf of Third Party,Retired under the OR CO2 standard on behalf of Avangrid-Klamath Generation Peakers True Up,,2019
CAR659,2017,CAR-1-US-659-26-479-NC-2017-5534-1 to 11500,11500,43474,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,The Walt Disney Company,Other,Retired on behalf of Disneyís 2018 greenhouse gas emissions,,2019
CAR659,2016,CAR-1-US-659-26-479-NC-2016-4269-1 to 11432,11432,43474,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,The Walt Disney Company,Other,Retired on behalf of Disneyís 2018 greenhouse gas emissions,,2019
CAR659,2015,CAR-1-US-659-26-479-NC-2015-2152-1 to 11289,11289,43474,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,The Walt Disney Company,Other,Retired on behalf of Disneyís 2018 greenhouse gas emissions,,2019
CAR659,2004,CAR-1-US-659-26-479-NC-2004-764-6724 to 7393,670,43469,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,ACT Commodities Inc.,On Behalf of Third Party,On behalf of the City of Palo Alto for voluntary,,2019
CAR659,2004,CAR-1-US-659-26-479-NC-2004-764-3181 to 3754,574,43469,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,ACT Commodities Inc.,On Behalf of Third Party,On behalf of the City of Palo Alto for voluntary,,2019
CAR659,2013,CAR-1-US-659-26-479-NC-2013-1424-3878 to 11680,7803,42401,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,"BGC Environmental Brokerage Services, L.P.",On Behalf of Third Party,Retired on behalf of Disneys 2015 GHG emissions,,2016
CAR659,2013,CAR-1-US-659-26-479-NC-2013-1425-1 to 3086,3086,42401,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,"BGC Environmental Brokerage Services, L.P.",On Behalf of Third Party,Retired on behalf of Disneys 2015 GHG emissions,,2016
CAR659,2012,CAR-1-US-659-26-479-NC-2012-1164-3525 to 14206,10682,41992,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,"BGC Environmental Brokerage Services, L.P.",On Behalf of Third Party,Retired on behalf of Disneys 2014 GHG emissions,,2014
CAR659,2011,CAR-1-US-659-26-479-NC-2011-750-1 to 10538,10538,41992,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,"BGC Environmental Brokerage Services, L.P.",On Behalf of Third Party,Retired on behalf of Disneys 2014 GHG emissions,,2014
CAR659,2013,CAR-1-US-659-26-479-NC-2013-1424-1 to 3877,3877,41788,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,Schneider Electric,Environmental Benefit,Environmental Benefits claimed by SFNT Company,,2014
CAR659,2012,CAR-1-US-659-26-479-NC-2012-1164-1 to 3524,3524,41438,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,Schneider Electric,Environmental Benefit,Environmental benefits claimed by SFNT Company,,2013
CAR659,2011,CAR-1-US-659-26-479-NC-2011-750-10539 to 13868,3330,41180,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,Schneider Electric,Environmental Benefit,Environmental benefits claimed by SFNT Company,,2012
CAR659,2010,CAR-1-US-659-26-479-NC-2010-752-7299 to 10406,3108,41180,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,Schneider Electric,Environmental Benefit,Environmental benefits claimed by SFNT Company,,2012
CAR659,2008,CAR-1-US-659-26-479-NC-2008-756-6274 to 9466,3193,41180,Blue Source - Pungo River Forest Conservation Project,Avoided Conversion,Version 3.1,"Washington County, NC",NORTH CAROLINA,US,,No,Schneider Electric,Environmental Benefit,Environmental benefits claimed by SFNT Company,,2012
CAR660,2011,CAR-1-US-660-25-102-CA-2011-848-1 to 30000,30000,41214,Gualala River Forest,Improved Forest Management,Version 3.2,Southern Mendocino County; near Gualala,CALIFORNIA,US,,No,Bonneville Environmental Foundation,Environmental Benefit,,,2012
CAR660,2010,CAR-1-US-660-25-102-CA-2010-608-1 to 70000,70000,41214,Gualala River Forest,Improved Forest Management,Version 3.2,Southern Mendocino County; near Gualala,CALIFORNIA,US,,No,Bonneville Environmental Foundation,Environmental Benefit,,,2012
CAR674,2019,CAR-1-US-674-4-472-NY-2019-5962-1 to 117817,117817,43987,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,anonymous,,2020
CAR674,2018,CAR-1-US-674-4-472-NY-2018-5963-1 to 37735,37735,43987,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,anonymous,,2020
CAR674,2018,CAR-1-US-674-4-472-NY-2018-5640-1 to 103255,103255,43549,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2019
CAR674,2017,CAR-1-US-674-4-472-NY-2017-5641-1 to 32070,32070,43549,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2019
CAR674,2017,CAR-1-US-674-4-472-NY-2017-4365-1 to 77009,77009,43222,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2018
CAR674,2016,CAR-1-US-674-4-472-NY-2016-4366-1 to 24328,24328,43222,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2018
CAR674,2016,CAR-1-US-674-4-472-NY-2016-2177-1 to 68024,68024,42803,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2017
CAR674,2015,CAR-1-US-674-4-472-NY-2015-2178-1 to 20756,20756,42803,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2017
CAR674,2015,CAR-1-US-674-4-472-NY-2015-1963-1 to 66427,66427,42524,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2016
CAR674,2014,CAR-1-US-674-4-472-NY-2014-1964-1 to 29461,29461,42524,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2016
CAR674,2014,CAR-1-US-674-4-472-NY-2014-1753-1 to 72879,72879,42290,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2015
CAR674,2013,CAR-1-US-674-4-472-NY-2013-1754-1 to 23407,23407,42290,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2015
CAR674,2013,CAR-1-US-674-4-472-NY-2013-1401-1 to 71757,71757,41766,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2014
CAR674,2012,CAR-1-US-674-4-472-NY-2012-1402-1 to 23825,23825,41766,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2014
CAR674,2012,CAR-1-US-674-4-472-NY-2012-1034-1 to 54327,54327,41388,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2013
CAR674,2011,CAR-1-US-674-4-472-NY-2011-1033-1 to 18109,18109,41388,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2013
CAR674,2011,CAR-1-US-674-4-472-NY-2011-618-1 to 35252,35252,41047,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2012
CAR674,2010,CAR-1-US-674-4-472-NY-2010-619-1 to 9855,9855,41047,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2012
CAR674,2010,CAR-1-US-674-4-472-NY-2010-404-1 to 7487,7487,40877,"Oneida Herkimer Landfill Ava, NY",Landfill Gas Capture/Combustion,Version 3.0,"Ava, NY",NEW YORK,US,,No,Oneida Herkimer Solid Waste Authority,On Behalf of Third Party,,,2011
CAR676,2017,CAR-1-US-676-26-476-NC-2017-5585-1 to 15,15,44117,Blue Source - Pocosin Lakes Forest Conservation Project,Avoided Conversion,Version 3.1,Tyrrell County,NORTH CAROLINA,US,,No,Pachama Inc.,On Behalf of Third Party,,,2020
CAR676,2004,CAR-1-US-676-26-476-NC-2004-986-1001 to 11092,10092,43469,Blue Source - Pocosin Lakes Forest Conservation Project,Avoided Conversion,Version 3.1,Tyrrell County,NORTH CAROLINA,US,,No,ACT Commodities Inc.,On Behalf of Third Party,On behalf of the City of Palo Alto for voluntary,,2019
CAR676,2004,CAR-1-US-676-26-476-NC-2004-986-1 to 1000,1000,42146,Blue Source - Pocosin Lakes Forest Conservation Project,Avoided Conversion,Version 3.1,Tyrrell County,NORTH CAROLINA,US,,No,W. Brinkley Melvin,On Behalf of Third Party,For NAPG and its voluntarily offset products,,2015
CAR683,2014,CAR-1-US-683-25-509-SC-2014-1926-2542 to 2612,71,44145,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,Retired on behalf of Cool Effect,,2020
CAR683,2019,CAR-1-US-683-25-509-SC-2019-5927-4801 to 6240,1440,44007,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,"Retired on behalf of Interface, Inc. 2020 Carbon Neutral Floors Program",,2020
CAR683,2018,CAR-1-US-683-25-509-SC-2018-5929-962 to 3127,2166,43852,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,Retire on Behalf of Cool Effect,,2020
CAR683,2014,CAR-1-US-683-25-509-SC-2014-1926-2446 to 2541,96,43852,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,Retire on Behalf of Cool Effect,,2020
CAR683,2014,CAR-1-US-683-25-509-SC-2014-1747-11810 to 12774,965,43852,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,Retire on Behalf of Cool Effect,,2020
CAR683,2014,CAR-1-US-683-25-509-SC-2014-1747-10469 to 11082,614,43852,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,Retire on Behalf of Cool Effect,,2020
CAR683,2014,CAR-1-US-683-25-509-SC-2014-1747-11083 to 11809,727,43852,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,Retire on Behalf of Cool Effect,,2020
CAR683,2018,CAR-1-US-683-25-509-SC-2018-5651-1982 to 6020,4039,43822,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,"Retired on behalf of Interface, Inc. 2019 Carbon Neutral Floors Program",,2019
CAR683,2018,CAR-1-US-683-25-509-SC-2018-5929-1 to 961,961,43822,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,"Retired on behalf of Interface, Inc. 2019 Carbon Neutral Floors Program",,2019
CAR683,2014,CAR-1-US-683-25-509-SC-2014-1747-9644 to 9706,63,43719,Blue Source - Francis Beidler Improved Forest Management Project,Improved Forest Management,Version 3.1,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,No,"National Audubon Society, Inc.",On Behalf of Third Party,On Behalf of Cool Effect,,2019
