Date Issued,Project ID,Project Name,Project Developer,Project Type,Protocol Version,ARB Eligible,CORSIA Qualified,Vintage,"Issuance 
Year",Total Credits Issued,Credits Issued to Project,Credits Issued to Buffer Pool,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),Verifier,Project Website
10/27/17,ACR385,Tradewater ODS 8,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2017,2017,138331,138331,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",
4/29/21,ACR386,Bluesource - Hudson Farm Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.3,No,No,2020,2021,25914,25914,0,"Andover, New Jersey",NEW JERSEY,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
4/29/21,ACR386,Bluesource - Hudson Farm Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.3,No,No,2019,2021,26487,26487,0,"Andover, New Jersey",NEW JERSEY,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
4/13/20,ACR386,Bluesource - Hudson Farm Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.0,No,No,2019,2020,25922,25922,0,"Andover, New Jersey",NEW JERSEY,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
4/13/20,ACR386,Bluesource - Hudson Farm Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.0,No,No,2018,2020,26678,26678,0,"Andover, New Jersey",NEW JERSEY,US,Clean Water and Sanitation;Climate Action;Life on Land,,
4/3/19,ACR386,Bluesource - Hudson Farm Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.0,No,No,2018,2019,48096,48096,0,"Andover, New Jersey",NEW JERSEY,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
12/6/17,ACR387,Tradewater ODS 9,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2017,2017,129854,129854,0,"East Liverpool, OH",OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",
3/5/21,ACR388,Corinth Abandoned Mine Methane Recovery Project,Keyrock Energy LLC,Coal Mine Methane,25-Apr-14,Yes,No,2020,2021,133327,133327,0,Thompsonville,ILLINOIS,US,"Industry, Innovation and Infrastructure;Climate Action","SES, Inc.",
3/26/20,ACR388,Corinth Abandoned Mine Methane Recovery Project,Keyrock Energy LLC,Coal Mine Methane,20-Oct-11,Yes,No,2019,2020,181946,181946,0,Thompsonville,ILLINOIS,US,"Industry, Innovation and Infrastructure;Climate Action","GHD Services, Inc.",
3/1/19,ACR388,Corinth Abandoned Mine Methane Recovery Project,Keyrock Energy LLC,Coal Mine Methane,20-Oct-11,Yes,No,2018,2019,195079,195079,0,Thompsonville,ILLINOIS,US,"Industry, Innovation and Infrastructure;Climate Action",SCS Engineers,
3/21/18,ACR388,Corinth Abandoned Mine Methane Recovery Project,Keyrock Energy LLC,Coal Mine Methane,20-Oct-11,Yes,No,2017,2018,205323,205323,0,Thompsonville,ILLINOIS,US,"Industry, Innovation and Infrastructure;Climate Action","SES, Inc.",
9/22/20,ACR389,Winston Creek Forest Carbon Project,Port Blakely,Forest Carbon,Version 1.0,No,Yes,2019,2020,143815,117928,25887,"Morton, Washington",WASHINGTON,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
9/22/20,ACR389,Winston Creek Forest Carbon Project,Port Blakely,Forest Carbon,Version 1.0,No,Yes,2018,2020,215724,176893,38831,"Morton, Washington",WASHINGTON,US,Clean Water and Sanitation;Climate Action;Life on Land,,
9/22/20,ACR389,Winston Creek Forest Carbon Project,Port Blakely,Forest Carbon,Version 1.0,No,Yes,2017,2020,71908,58964,12944,"Morton, Washington",WASHINGTON,US,Clean Water and Sanitation;Climate Action;Life on Land,,
5/3/18,ACR389,Winston Creek Forest Carbon Project,Port Blakely,Forest Carbon,Version 1.0,No,No,2018,2018,435453,357071,78382,"Morton, Washington",WASHINGTON,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
2/16/21,ACR390,Clean Fuel Partners Dane County Biodigester,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2020,2021,3038,3038,0,"6321 Cuba Valley Road, Dane County",WISCONSIN,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","Agri-Waste Technology, Inc.",
1/15/21,ACR390,Clean Fuel Partners Dane County Biodigester,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2020,2021,13605,13605,0,"6321 Cuba Valley Road, Dane County",WISCONSIN,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","Agri-Waste Technology, Inc.",
1/30/20,ACR390,Clean Fuel Partners Dane County Biodigester,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2019,2020,13996,13996,0,"6321 Cuba Valley Road, Dane County",WISCONSIN,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","First Environment of California, Inc.",
3/12/19,ACR390,Clean Fuel Partners Dane County Biodigester,"3Degrees Group, Inc.",Livestock Waste Management,14-Nov-14,Yes,No,2018,2019,17208,17208,0,"6321 Cuba Valley Road, Dane County",WISCONSIN,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","Agri-Waste Technology, Inc.",
5/3/19,ACR393,Blue Source - Wilderness Lakes Improved Forest Management Project,Blue Source,Forest Carbon,25-Jun-15,Yes,No,2018,2019,174007,143403,30604,L'Anse,MICHIGAN,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
10/26/20,ACR394,Hiawatha Club Carbon Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2019,2020,7734,7734,0,East Stroudsburg,PENNSYLVANIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
10/26/20,ACR394,Hiawatha Club Carbon Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2018,2020,7734,7734,0,East Stroudsburg,PENNSYLVANIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
12/3/18,ACR394,Hiawatha Club Carbon Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2017,2018,15438,12968,2470,East Stroudsburg,PENNSYLVANIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
6/15/21,ACR395,Finite Carbon - MWF Ned Lake IFM,Molpus Woodlands Group,Forest Carbon,25-Jun-15,Yes,No,2020,2021,25216,0,25216,Upper Peninsula,MICHIGAN,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
3/30/20,ACR395,Finite Carbon - MWF Ned Lake IFM,Molpus Woodlands Group,Forest Carbon,25-Jun-15,Yes,No,2019,2020,982151,826273,155878,Upper Peninsula,MICHIGAN,US,Clean Water and Sanitation;Climate Action;Life on Land,"GHD Services, Inc.",
4/29/21,ACR398,Bluesource - Doe Mountain Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.3,No,No,2020,2021,119879,119879,0,"Johnson County, Tennessee",TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
4/29/21,ACR398,Bluesource - Doe Mountain Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.3,No,No,2019,2021,35159,35159,0,"Johnson County, Tennessee",TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
6/10/20,ACR398,Bluesource - Doe Mountain Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.0,No,No,2019,2020,119494,119494,0,"Johnson County, Tennessee",TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
6/10/20,ACR398,Bluesource - Doe Mountain Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.0,No,No,2018,2020,35276,35276,0,"Johnson County, Tennessee",TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
4/17/19,ACR398,Bluesource - Doe Mountain Improved Forest Management Project,Blue Source,Forest Carbon,Version 1.0,No,No,2019,2019,153475,153475,0,"Johnson County, Tennessee",TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
2/15/18,ACR401,Tradewater ODS 10,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,137262,137262,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",
3/2/21,ACR403,Bluesource GCS Bear Canyon,Blue Source,Coal Mine Methane,20-Oct-11,Yes,No,2020,2021,13071,13071,0,"794 North C Canyon Road, East Carbon",UTAH,US,"Industry, Innovation and Infrastructure;Climate Action","First Environment of California, Inc.",
4/14/20,ACR403,Bluesource GCS Bear Canyon,Blue Source,Coal Mine Methane,20-Oct-11,Yes,No,2019,2020,11021,11021,0,"794 North C Canyon Road, East Carbon",UTAH,US,"Industry, Innovation and Infrastructure;Climate Action",NSF International Strategic Registrations (NSF-ISR),
4/2/19,ACR403,Bluesource GCS Bear Canyon,Blue Source,Coal Mine Methane,20-Oct-11,Yes,No,2018,2019,59904,59904,0,"794 North C Canyon Road, East Carbon",UTAH,US,"Industry, Innovation and Infrastructure;Climate Action","First Environment of California, Inc.",
3/31/18,ACR404,Tradewater ODS 11,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,118326,118326,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",
6/11/21,ACR407,BMMC1,Environmental Commodities Corporation,Coal Mine Methane,25-Apr-14,Yes,No,2021,2021,221888,221888,0,Cameron,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action",Ruby Canyon Environment,n/a
8/6/20,ACR407,BMMC1,Environmental Commodities Corporation,Coal Mine Methane,20-Oct-11,Yes,No,2019,2020,157720,157720,0,Cameron,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action","SES, Inc.",n/a
4/26/19,ACR407,BMMC1,Environmental Commodities Corporation,Coal Mine Methane,20-Oct-11,Yes,No,2018,2019,36759,36759,0,Cameron,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action",SCS Engineers,n/a
4/22/20,ACR408,Castelanelli Bros Dairy Digester,"Camco EAM, LLC",Livestock Waste Management,Version 3.0,No,No,2019,2020,11295,11295,0,San Joaquin County,CALIFORNIA,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","First Environment, Inc.",
10/27/20,ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,California Department of Water Resources,Wetland Restoration,Version 1.0,No,No,2018,2020,16266,14314,1952,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),na
10/27/20,ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,California Department of Water Resources,Wetland Restoration,Version 1.0,No,No,2017,2020,11233,9885,1348,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,na
10/27/20,ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,California Department of Water Resources,Wetland Restoration,Version 1.0,No,No,2016,2020,12171,10710,1461,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,na
10/27/20,ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,California Department of Water Resources,Wetland Restoration,Version 1.0,No,No,2015,2020,13713,12067,1646,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,na
10/27/20,ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,California Department of Water Resources,Wetland Restoration,Version 1.0,No,No,2014,2020,5316,4678,638,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,na
10/27/20,ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,California Department of Water Resources,Wetland Restoration,Version 1.0,No,No,2012,2020,683,601,82,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,na
10/27/20,ACR410,Restoring Wetlands on California Department of Water Resources-Owned Areas of Twitchell and Sherman Islands,California Department of Water Resources,Wetland Restoration,Version 1.0,No,No,2011,2020,170,150,20,Western Sacramento San-Joaquin Detla,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,na
12/10/20,ACR411,Steuben County Bath Landfill GHG Offset Project,"Steuben County DPW, Solid Waste Division",Landfill Gas Capture & Combustion,Version 1.0,No,No,2019,2020,50086,50086,0,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","First Environment, Inc.",www.steubencony.org
5/7/19,ACR411,Steuben County Bath Landfill GHG Offset Project,"Steuben County DPW, Solid Waste Division",Landfill Gas Capture & Combustion,Version 1.0,No,No,2018,2019,36604,36604,0,"The project is located in a rural area on 5642 Turnpike Road in the Town of Bath, New York in Steuben County.",NEW YORK,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","First Environment, Inc.",www.steubencony.org
6/3/21,ACR413,Finite Carbon - Tyonek Native Alaskan IFM,"Beach People, LLC",Forest Carbon,25-Jun-15,Yes,No,2020,2021,1176746,1074205,102541,Kenai Peninsula Borough,ALASKA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
7/29/21,ACR416,Finite Carbon - Meriwether IFM,Molpus Woodlands Group,Forest Carbon,25-Jun-15,Yes,No,2021,2021,237115,199482,37633,International Falls,MINNESOTA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
2/23/21,ACR416,Finite Carbon - Meriwether IFM,Molpus Woodlands Group,Forest Carbon,25-Jun-15,Yes,No,2020,2021,451061,379472,71589,International Falls,MINNESOTA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
1/20/20,ACR416,Finite Carbon - Meriwether IFM,Molpus Woodlands Group,Forest Carbon,25-Jun-15,Yes,No,2019,2020,3253835,2737416,516419,International Falls,MINNESOTA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/18/21,ACR417,Bluesource - Baskahegan Improved Forest Management Project,Blue Source,Forest Carbon,25-Jun-15,Yes,No,2020,2021,107865,88893,18972,Brookton,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
5/18/21,ACR417,Bluesource - Baskahegan Improved Forest Management Project,Blue Source,Forest Carbon,25-Jun-15,Yes,No,2019,2021,153753,126710,27043,Brookton,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
5/9/19,ACR417,Bluesource - Baskahegan Improved Forest Management Project,Blue Source,Forest Carbon,25-Jun-15,Yes,No,2018,2019,844499,695969,148530,Brookton,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/21/21,ACR418,WMMC1,Environmental Commodities Corporation,Coal Mine Methane,25-Apr-14,Yes,No,2021,2021,4402,4402,0,West Liberty,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action",Ruby Canyon Environment,none
5/18/20,ACR418,WMMC1,Environmental Commodities Corporation,Coal Mine Methane,20-Oct-11,Yes,No,2020,2020,10442,10442,0,West Liberty,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action","SES, Inc.",none
6/10/19,ACR418,WMMC1,Environmental Commodities Corporation,Coal Mine Methane,20-Oct-11,Yes,No,2018,2019,23060,23060,0,West Liberty,WEST VIRGINIA,US,"Industry, Innovation and Infrastructure;Climate Action",SCS Engineers,none
6/8/18,ACR419,Tradewater ODS 12,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,132126,132126,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",
11/1/19,ACR420,Finite Carbon - Sealaska 2 Native Alaskan IFM,Sealaska Corporation,Forest Carbon,25-Jun-15,Yes,No,2018,2019,2559626,2153385,406241,Southeast Alaska,ALASKA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
8/13/21,ACR422,Wabassus DLLT IFM,356,Forest Carbon,Version 1.3,No,No,2020,2021,39145,39145,0,Washington County,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,"Aster Global Environmental Solutions, Inc.",
8/13/21,ACR422,Wabassus DLLT IFM,356,Forest Carbon,Version 1.3,No,No,2019,2021,15912,15912,0,Washington County,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
4/30/19,ACR422,Wabassus DLLT IFM,356,Forest Carbon,Version 1.0,No,No,2018,2019,11139,11139,0,Washington County,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
10/1/19,ACR423,Forest Carbon Works Stewart Family Forest Project,"Forest Carbon Works, PBC",Forest Carbon,25-Jun-15,Yes,No,2018,2019,28048,23112,4936,"Corbett, Oregon",OREGON,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",forestcarbonworks.org
7/23/21,ACR424,Albany Water Board - Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2020,2021,29421,29421,0,Albany,NEW YORK,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),https://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/newyork/lands-forests/forest-carbon-albany.xml
7/23/21,ACR424,Albany Water Board - Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2019,2021,9807,9807,0,Albany,NEW YORK,US,Clean Water and Sanitation;Climate Action;Life on Land,,https://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/newyork/lands-forests/forest-carbon-albany.xml
7/1/20,ACR424,Albany Water Board - Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2019,2020,20046,20046,0,Albany,NEW YORK,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),https://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/newyork/lands-forests/forest-carbon-albany.xml
7/1/20,ACR424,Albany Water Board - Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2018,2020,13364,13364,0,Albany,NEW YORK,US,Clean Water and Sanitation;Climate Action;Life on Land,,https://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/newyork/lands-forests/forest-carbon-albany.xml
8/29/19,ACR424,Albany Water Board - Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2017,2019,33831,33831,0,Albany,NEW YORK,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),https://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/newyork/lands-forests/forest-carbon-albany.xml
1/19/21,ACR425,Bluesource - Goldbelt Improved Forest Management Project,Blue Source,Forest Carbon,25-Jun-15,Yes,No,2020,2021,32513,29074,3439,Hobart Bay,ALASKA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
4/15/20,ACR425,Bluesource - Goldbelt Improved Forest Management Project,Blue Source,Forest Carbon,25-Jun-15,Yes,No,2019,2020,447700,368959,78741,Hobart Bay,ALASKA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
8/23/18,ACR426,Tradewater ODS 13,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,140145,140145,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
6/30/21,ACR427,The Nature Conservancy - Upper St. John Forest IFM Project,The Nature Conservancy,Forest Carbon,25-Jun-15,Yes,No,2020,2021,155790,128390,27400,Somerset and Aroostook Counties,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
12/16/20,ACR427,The Nature Conservancy - Upper St. John Forest IFM Project,The Nature Conservancy,Forest Carbon,25-Jun-15,Yes,No,2019,2020,171758,141549,30209,Somerset and Aroostook Counties,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
1/6/20,ACR427,The Nature Conservancy - Upper St. John Forest IFM Project,The Nature Conservancy,Forest Carbon,25-Jun-15,Yes,No,2018,2020,1305808,1067934,237874,Somerset and Aroostook Counties,MAINE,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
5/1/20,ACR428,Finite Carbon - Huna Totem Native Alaskan IFM,Huna Totem Corporation,Forest Carbon,25-Jun-15,Yes,No,2019,2020,1028121,938531,89590,Southeast Alaska,ALASKA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
10/9/18,ACR429,Tradewater ODS 14,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,141087,141087,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
11/8/18,ACR431,Tradewater ODS 15,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,52322,52322,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
1/22/19,ACR432,Hudson Tech 2018-1,Hudson Technologies Company,Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2019,21967,21967,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
11/26/18,ACR433,Tradewater ODS 16,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,148592,148592,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",
12/7/18,ACR435,Tradewater ODS 17,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,105029,105029,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",
12/20/18,ACR436,Tradewater ODS 18,"Tradewater, LLC",Ozone Depleting Substances,14-Nov-14,Yes,No,2018,2018,96146,96146,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",
6/25/20,ACR437,Bluesource - Cumberland Mountains Improved Forest Management Project,Blue Source,Forest Carbon,25-Jun-15,Yes,No,2019,2020,6249083,5149994,1099089,West Virginia,WEST VIRGINIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
9/14/20,ACR439,Bluesource – Edge of Appalachia Improved Forest Management Project,Blue Source,Forest Carbon,25-Jun-15,Yes,No,2020,2020,684708,564282,120426,"Adams, Pike and Highland counties",OHIO,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,NA
5/12/20,ACR440,Whirlpool HFO Amana 440,328,Industrial Process Emissions,Version 1.0,No,No,2015,2020,127682,127682,0,Amana,IOWA,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","GHD Services, Inc.",
6/30/21,ACR441,TNC-Chestnut Mountain Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2020,2021,74397,74397,0,White County,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,"Aster Global Environmental Solutions, Inc.",https://www.nature.org/en-us/about-us/where-we-work/united-states/tennessee/stories-in-tennessee/chestnut-mountain-a-gift-for-all-of-tennessee/
6/30/21,ACR441,TNC-Chestnut Mountain Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2019,2021,5689,5689,0,White County,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,,https://www.nature.org/en-us/about-us/where-we-work/united-states/tennessee/stories-in-tennessee/chestnut-mountain-a-gift-for-all-of-tennessee/
6/10/20,ACR441,TNC-Chestnut Mountain Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2019,2020,71119,71119,0,White County,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,"Aster Global Environmental Solutions, Inc.",https://www.nature.org/en-us/about-us/where-we-work/united-states/tennessee/stories-in-tennessee/chestnut-mountain-a-gift-for-all-of-tennessee/
6/10/20,ACR441,TNC-Chestnut Mountain Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2018,2020,5455,5455,0,White County,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,,https://www.nature.org/en-us/about-us/where-we-work/united-states/tennessee/stories-in-tennessee/chestnut-mountain-a-gift-for-all-of-tennessee/
7/12/19,ACR441,TNC-Chestnut Mountain Improved Forest Management Project,The Nature Conservancy,Forest Carbon,Version 1.0,No,No,2018,2019,141710,141710,0,White County,TENNESSEE,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",https://www.nature.org/en-us/about-us/where-we-work/united-states/tennessee/stories-in-tennessee/chestnut-mountain-a-gift-for-all-of-tennessee/
3/22/19,ACR442,Coolgas 2019-2,A-Gas US Inc.,Ozone Depleting Substances,14-Nov-14,Yes,No,2019,2019,113564,113564,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",www.agasamericas.com
5/3/19,ACR443,A-Gas 2019-3,A-Gas US Inc.,Ozone Depleting Substances,14-Nov-14,Yes,No,2019,2019,114871,114871,0,"Wood County, Bowling Green, Ohio",OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",www.agasamericas.com
7/27/19,ACR444,A-Gas 2019-4,A-Gas US Inc.,Ozone Depleting Substances,14-Nov-14,Yes,No,2019,2019,88307,88307,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","SES, Inc.",www.agasamericas.com
3/22/19,ACR445,Hudson Tech 2019-1,Hudson Technologies Company,Ozone Depleting Substances,14-Nov-14,Yes,No,2019,2019,54157,54157,0,East Liverpool,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
10/7/20,ACR446,Foam Blowing Agent Project 001B,"Foam Supplies, Inc.",Industrial Process Emissions,Version 1.0,No,Yes,2016,2020,63104,63104,0,Earth City,MISSOURI,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","First Environment, Inc.",
10/7/20,ACR447,Foam Blowing Agent Project 001C,"Foam Supplies, Inc.",Industrial Process Emissions,Version 1.0,No,Yes,2017,2020,93458,93458,0,Earth City,MISSOURI,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","First Environment, Inc.",
10/7/20,ACR448,Foam Blowing Agent Project 001D,"Foam Supplies, Inc.",Industrial Process Emissions,Version 1.0,No,Yes,2018,2020,85790,85790,0,Earth City,MISSOURI,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","First Environment, Inc.",
